uidp_original,occupation,occ_name,In-detail Category (edited),Broad Category
L0303082636,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0202103450,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0417164944,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0524182150_D7B5,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0222090125,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0412175034,Government employee,Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0303083631,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0502174755_22D4,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0307113337,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0417191511,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0412093713,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0222091615,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0302102527,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0306102724,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0227102514,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0502174018_0759,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0418174533,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0303105651,"Unemployed, not working, disabled or retired",Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0209114630,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0524184539_8150,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0412101344,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0502183513_3B35,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0223105430,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0426152059_6374,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0220092815,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0208111357,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0425175514_D070,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0418181117,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0223092528,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0228085643,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0311201028,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0228105244,Employed (full-time),Software Engineer,Software Engineers and developers,Technical/White Collar (High)
L0422162524_65A1,Employed (full-time),Software Engineer At It,Software Engineers and developers,Technical/White Collar (Medium)
L0407151248,Employed (full-time),Software Engineer In It,Software Engineers and developers,Technical/White Collar (Medium)
L0424171329_544F,Employed (full-time),Software Enjinear,Software Engineers and developers,Technical/White Collar (Medium)
L0209091027,Employed (full-time),Software Programar,Software Engineers and developers,Technical/White Collar (High)
L0425190103_EA9B,Self-employed,Softwear Owner,Software Engineers and developers,Businees Owner (high)
L0424181229_8921,Employed (full-time),Softwear Enginiyer,Software Engineers and developers,Technical/White Collar (Medium)
L0411153841,Employed (full-time),Softwear Enginiyer,Software Engineers and developers,Technical/White Collar (High)
L0421163453,Employed (full-time),Softwear Enginiyer,Software Engineers and developers,Technical/White Collar (High)
L0424195005_3201,Employed (full-time),Softwear Enginiyer,Software Engineers and developers,Technical/White Collar (High)
L0421155807,Employed (full-time),Softwear Enginiyer,Software Engineers and developers,Technical/White Collar (High)
L0612125518_D7DF,Employed (full-time),Softwear Developer,Software Engineers and developers,Technical/White Collar (High)
L0504084328_8867,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0612105134_4723,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0412110002,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0506080204_9657,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0429095803_8BCE,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0612101636_480B,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0502080812_6BFA,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (Medium)
L0429112115_8DBA,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0612122305_C930,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0429102503_2775,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0614082307_945C,Employed (full-time),Softwear Engeener,Software Engineers and developers,Technical/White Collar (High)
L0420100320,Employed (full-time),Softwear Engeer,Software Engineers and developers,Technical/White Collar (High)
L0427083427_6E91,Employed (full-time),Softwear Engeer,Software Engineers and developers,Technical/White Collar (High)
L0314192920,Employed (full-time),Softwear Enginer,Software Engineers and developers,Technical/White Collar (Medium)
L0304170124,Employed (full-time),Softwear Enginer,Software Engineers and developers,Technical/White Collar (High)
L0225172733,Employed (full-time),Softwear Enginer,Software Engineers and developers,Technical/White Collar (Medium)
L0317180619,Employed (full-time),Softwear Enginer,Software Engineers and developers,Technical/White Collar (High)
L0225180704,Employed (full-time),Softwear Enginer,Software Engineers and developers,Technical/White Collar (High)
L0317175414,Employed (full-time),Softwear Enginer,Software Engineers and developers,Technical/White Collar (High)
L0428160141_2498,Employed (full-time),Softwear Enjinear,Software Engineers and developers,Technical/White Collar (High)
L0422091232_428F,Employed (full-time),Softwear Maneger,Manager,Technical/White Collar (High)
L0613094641_449C,Employed (full-time),Softwear Work,,
L0524192139_E533,Employed (full-time),Softweare Enginear,Software Engineers and developers,Technical/White Collar (High)
L0526171046_D016,Employed (full-time),Softweare Enginear,Software Engineers and developers,Technical/White Collar (Medium)
L0529200025_0055,Employed (full-time),Softweare Engineer,Software Engineers and developers,Technical/White Collar (High)
L0526193401_2B69,Employed (full-time),Softweare Qa Enginear,Software Engineers and developers,Technical/White Collar (High)
L0420150425,Employed (full-time),Softweare Enginear,Software Engineers and developers,Technical/White Collar (High)
L0418095107,Employed (full-time),Softwer,,
L0410194904,Employed (full-time),Softwer Enginiyer,Software Engineers and developers,Technical/White Collar (Medium)
L0527105353_4713,Employed (full-time),Softwer Eggineer,Software Engineers and developers,Technical/White Collar (High)
L0311132156,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (High)
L0310114845,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (Medium)
L0228103636,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (High)
L0302123227,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (Medium)
L0306133520,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (High)
L0301084048,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (High)
L0304105747,Employed (full-time),Softwer Engg,Software Engineers and developers,Technical/White Collar (High)
L0407183932,Employed (full-time),Softwer Engineer,Software Engineers and developers,Technical/White Collar (High)
L0408160837,Employed (full-time),Softwer Engineer,Software Engineers and developers,Technical/White Collar (High)
L0413184859,Employed (full-time),Softwer Engineer,Software Engineers and developers,Technical/White Collar (High)
L0424171532_747A,Employed (full-time),Softwer Engineer,Software Engineers and developers,Technical/White Collar (High)
L0408162111,Employed (full-time),Softwer Engineer In I T,Software Engineers and developers,Technical/White Collar (High)
L0414194901,Employed (full-time),Softwer Engineer In It Secter,Software Engineers and developers,Technical/White Collar (High)
L0307184822,Employed (full-time),Softwer Enginer,Software Engineers and developers,Technical/White Collar (Medium)
L0412192704,Employed (full-time),Softwer Enginiyer,Software Engineers and developers,Technical/White Collar (Medium)
L0310163722,Employed (full-time),Softwera Enginer,Software Engineers and developers,Technical/White Collar (High)
L0301183938,Employed (full-time),Softwera Engnier,Software Engineers and developers,Technical/White Collar (High)
L0506105018_8C8A,Employed (full-time),Softwere Engeenear,Software Engineers and developers,Technical/White Collar (Medium)
L0526102105_D060,Employed (full-time),Softwere Engineer,Software Engineers and developers,Technical/White Collar (High)
L0518095044_FE68,Employed (full-time),Softwere Engineer,Software Engineers and developers,Technical/White Collar (High)
L0520114622_815C,Employed (full-time),Softwere Engineer,Software Engineers and developers,Technical/White Collar (Medium)
L0522103534_6953,Employed (full-time),Softwere Engineer,Software Engineers and developers,Technical/White Collar (High)
L0519092605_D331,Employed (full-time),Softwere Enjineer,Software Engineers and developers,Technical/White Collar (Medium)
L0208081224,Employed (full-time),Softwere Ingener,Software Engineers and developers,Technical/White Collar (High)
L0304195017,Employed (full-time),Softwerenginer,Software Engineers and developers,Technical/White Collar (Medium)
L0424085012_2CDE,Employed (full-time),Sofwere Develop,Software Engineers and developers,Technical/White Collar (Medium)
L0410182545,Employed (full-time),Sohftwer It,Software Engineers and developers,Technical/White Collar (Medium)
L0410152736,Employed (full-time),Solar Marketing Exucutive,Semi-Technical staff,Technical/White Collar (Medium)
L0523091334_31DE,Employed (full-time),Sotafaver Injaneear,Software Engineers and developers,Technical/White Collar (High)
L0520092922_6F8F,Employed (full-time),Sotfaver Enjaneear,Software Engineers and developers,Technical/White Collar (High)
L0428095045_1720,Employed (full-time),Sound Disainar,Other,Specialized professions
L0516183458_6E60,Employed (full-time),South Sales Manager,Manager,Technical/White Collar (High)
L0526161728_B10B,Self-employed,Spare Parts Store,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0421100337,Employed (full-time),Sport Coucher,Teacher/Lecturer,Specialized professions
L0306114202,Employed (full-time),Sport Plyer,,
L0408093217,Employed (full-time),Sports Cycle Manager,Supervisor,Technical/White Collar (Medium)
L0612095352_E44C,Employed (full-time),Sr Procrsor,Office staff (low- medium),Technical/White Collar (Medium)
L0617201157_8F9B,Employed (full-time),"Sr. Ui, Ux Designer",Semi-Technical staff,Technical/White Collar (High)
L0421085222,Employed (full-time),Ss Palish,,
L0518175520_9946,Government employee,Ssenior Account Officer,Government employee,Technical/White Collar (High)
L0512101830_3A3E,Employed (full-time),Staf Vear Enjaniar,Software Engineers and developers,Technical/White Collar (High)
L0517100221_E72A,Employed (full-time),Staf Vear Enjaniar,Software Engineers and developers,Technical/White Collar (Medium)
L0517091505_123D,Employed (full-time),Staf Ver Enjaniar,Software Engineers and developers,Technical/White Collar (High)
L0509085214_7AA1,Employed (full-time),Stafavear Enjaniar,Software Engineers and developers,Technical/White Collar (High)
L0428105124_B6F6,Employed (full-time),Stafvear Enjaniar,Software Engineers and developers,Technical/White Collar (High)
L0413113855,Employed (full-time),Stafwer Injaniyar,Software Engineers and developers,Technical/White Collar (Medium)
L0418192310,Employed (full-time),Stampender,,
L0414192509,"Unemployed, not working, disabled or retired",State Bank Mangaer,Bank worker,Technical/White Collar (Medium)
L0418191040,Employed (full-time),Station Support Assossiate,Office staff (low- medium),Technical/White Collar (Medium)
L0522170739_492C,Employed (full-time),Std,Student,Student
L0522154116_1C5A,Employed (full-time),Std,Student,Student
L0526162330_4588,Student,Std,Student,Student
L0529154553_FCC4,Employed (full-time),Std,Student,Student
L0524150318_FFD2,Employed (full-time),Std,Student,Student
L0503184404_CFDA,Employed (full-time),Std,Student,Student
L0526154208_61D1,Student,Std,Student,Student
L0421195354,Employed (full-time),Std,Student,Student
L0420163229,Student,Std,Student,Student
L0526174504_9426,Student,Std,Student,Student
L0413150655,Student,Std,Student,Student
L0427200626_FF2D,Employed (full-time),Std,Student,Student
L0525172827_2CA9,Employed (full-time),Std,Student,Student
L0418163111,Student,Std,Student,Student
L0420153147,Student,Std,Student,Student
L0504173006_3118,Employed (full-time),Std Part Time Job,Student,Student
L0504114753_A9FF,Self-employed,Steel Factri,,
L0417200622,Employed (full-time),Sterling And Wilson Pvt Ltd,,
L0525172419_177E,Self-employed,Stickering,,
L0410113008,Self-employed,Stiker Shop,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0419182401,Employed (full-time),Stock Broking Superviser,Manager,Technical/White Collar (High)
L0427083507_3210,Employed (full-time),Stock Incharge,Office staff (low- medium),Blue Collar - fixed
L0511161250_BB10,Employed (full-time),Stor Incharge,Office staff (low- medium),Blue Collar - fixed
L0512193947_C9C4,Employed (full-time),Stor Incharge,Office staff (low- medium),Blue Collar - fixed
L0413155914,Self-employed,Store,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0523122634_CA5A,Self-employed,Store Ede,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0224185931,Employed (full-time),Store Inchareg,Office staff (low- medium),Blue Collar - fixed
L0225192717,Employed (full-time),Store Manegar,Office staff (low- medium),Blue Collar - fixed
L0508181031_7A3E,Employed (full-time),Store Mentainence,Office staff (low- medium),Blue Collar - fixed
L0221092234,Employed (full-time),Strore Designer,Office staff (low- medium),Blue Collar - fixed
L0518113108_29BD,Student,Student,Student,Student
L0325130150,Student,Student,Student,Student
L0315103713,Student,Student,Student,Student
L0515155930_C863,"Unemployed, not working, disabled or retired",Student,Student,Student
L0429090740_3856,Student,Student,Student,Student
L0308084440,Student,Student,Student,Student
L0502091023_3660,Student,Student,Student,Student
L0419110543,Student,Student,Student,Student
L0421182205,Student,Student,Student,Student
L0428150633_035B,Student,Student,Student,Student
L0303194826,Student,Student,Student,Student
L0302085537,Student,Student,Student,Student
L0519103512_3519,Student,Student,Student,Student
L0307090054,Student,Student,Student,Student
L0617191857_55B7,Student,Student,Student,Student
L0307094504,Student,Student,Student,Student
L0420163032,Student,Student,Student,Student
L0411175102,Student,Student,Student,Student
L0502094716_E956,Student,Student,Student,Student
L0526103812_3F38,Student,Student,Student,Student
L0419173637,Student,Student,Student,Student
L0505160356_A14F,Student,Student,Student,Student
L0421171036,Student,Student,Student,Student
L0427081352_4FF5,Student,Student,Student,Student
L0315090328,Student,Student,Student,Student
L0520173706_0C34,Student,Student,Student,Student
L0529085531_CABA,Student,Student,Student,Student
L0421150612,DK/NR,Student,,
L0426112407_EA97,Student,Student,Student,Student
L0222082132,Student,Student,Student,Student
L0417131652,Self-employed,Student,Student,Student
L0301091516,Student,Student,Student,Student
L0531124305_7227,Student,Student,Student,Student
L0418101440,Employed (full-time),Student,Student,Student
L0410150543,Student,Student,Student,Student
L0420094651,Student,Student,Student,Student
L0420164129,Student,Student,Student,Student
L0412112608,Student,Student,Student,Student
L0327100950,Student,Student,Student,Student
L0518124923_A1CF,Student,Student,Student,Student
L0422121301_436E,Student,Student,Student,Student
L0412111424,Student,Student,Student,Student
L0410113028,Student,Student,Student,Student
L0421183710,Student,Student,Student,Student
L0422111011_12A5,Student,Student,Student,Student
L0418170413,Student,Student,Student,Student
L0424165548_C367,Student,Student,Student,Student
L0515090336_7E02,Student,Student,Student,Student
L0227092044,Student,Student,Student,Student
L0222171350,Student,Student,Student,Student
L0417192520,Student,Student,Student,Student
L0328082839,Student,Student,Student,Student
L0422170338_5ABF,Student,Student,Student,Student
L0424164234_8F79,Student,Student,Student,Student
L0427172807_FC42,Student,Student,Student,Student
L0222203754,Student,Student,Student,Student
L0420191251,Student,Student,Student,Student
L0306104209,Student,Student,Student,Student
L0221095332,Student,Student,Student,Student
L0318084900,Student,Student,Student,Student
L0224171423,Student,Student,Student,Student
L0422155426_91A7,Student,Student,Student,Student
L0301134246,Student,Student,Student,Student
L0427120936_FF1F,Student,Student,Student,Student
L0505101812_A522,Student,Student,Student,Student
L0412155658,Student,Student,Student,Student
L0523171241_F152,Student,Student,Student,Student
L0420092246,Student,Student,Student,Student
L0428180732_8E18,Student,Student,Student,Student
L0413144959,Student,Student,Student,Student
L0325120523,Student,Student,Student,Student
L0525082817_25CF,Employed part-time,Student,Student,Student
L0309084451,Student,Student,Student,Student
L0314082319,Student,Student,Student,Student
L0505195922_9990,Student,Student,Student,Student
L0306181934,Employed (full-time),Student,Student,Student
L0322095233,Student,Student,Student,Student
L0411162940,Student,Student,Student,Student
L0523123006_31B5,Student,Student,Student,Student
L0525080932_9996,Student,Student,Student,Student
L0304082628,Student,Student,Student,Student
L0530095450_AF5E,Student,Student,Student,Student
L0525102534_79B8,Student,Student,Student,Student
L0503093604_9B28,Student,Student,Student,Student
L0221081458,Student,Student,Student,Student
L0519111958_AEBA,Student,Student,Student,Student
L0524104336_2D75,Student,Student,Student,Student
L0301083109,Student,Student,Student,Student
L0522091640_96BE,Student,Student,Student,Student
L0410182951,Student,Student,Student,Student
L0421151606,Student,Student,Student,Student
L0417084702,Student,Student,Student,Student
L0421123435,Student,Student,Student,Student
L0317092257,Student,Student,Student,Student
L0424185117_5E5E,"Unemployed, not working, disabled or retired",Student,Student,Student
L0316102531,Student,Student,Student,Student
L0411161402,Student,Student,Student,Student
L0506115444_702B,Student,Student,Student,Student
L0221081843,Student,Student,Student,Student
L0220081908,Student,Student,Student,Student
L0420153316,Student,Student,Student,Student
L0426170347_CEE9,Student,Student,Student,Student
L0608115547_3584,Student,Student,Student,Student
L0419184841,Student,Student,Student,Student
L0227114737,Student,Student,Student,Student
L0417132710,Student,Student,Student,Student
L0520102726_318E,Student,Student,Student,Student
L0520083837_FED2,Student,Student,Student,Student
L0427165749_1667,Student,Student,Student,Student
L0314085425,Student,Student,Student,Student
L0523093600_B24B,Student,Student,Student,Student
L0520112338_909A,Student,Student,Student,Student
L0224191535,Student,Student,Student,Student
L0513160035_0DB0,"Unemployed, not working, disabled or retired",Student,Student,Student
L0421152209,Student,Student,Student,Student
L0413110015,Student,Student,Student,Student
L0429111630_2F9A,Student,Student,Student,Student
L0306102603,Student,Student,Student,Student
L0418114429,Student,Student,Student,Student
L0411092124,Student,Student,Student,Student
L0605184835_B299,Student,Student,Student,Student
L0306082903,Student,Student,Student,Student
L0420160850,Student,Student,Student,Student
L0414103814,Student,Student,Student,Student
L0407124651,Student,Student,Student,Student
L0410154429,Student,Student,Student,Student
L0426184134_3C16,Student,Student,Student,Student
L0316082447,Student,Student,Student,Student
L0424155947_B073,Student,Student,Student,Student
L0518182422_5BD4,Student,Student,Student,Student
L0518185347_1F6B,Student,Student,Student,Student
L0324114304,Student,Student,Student,Student
L0428111008_5C7E,Student,Student,Student,Student
L0428102619_17A3,Student,Student,Student,Student
L0517173832_28E4,Student,Student,Student,Student
L0328133114,Student,Student,Student,Student
L0422083153_23EE,Student,Student,Student,Student
L0406202134,Student,Student,Student,Student
L0413153556,Student,Student,Student,Student
L0424091117_EA23,Student,Student,Student,Student
L0414205833,Student,Student,Student,Student
L0422083400_4203,Student,Student,Student,Student
L0424160111_A4A0,Student,Student,Student,Student
L0519182226_2515,Student,Student,Student,Student
L0408192847,Student,Student,Student,Student
L0513202050_BC29,"Unemployed, not working, disabled or retired",Student,Student,Student
L0419153703,Student,Student,Student,Student
L0408130229,Student,Student,Student,Student
L0220184739,Student,Student,Student,Student
L0503104716_23A7,Student,Student,Student,Student
L0418165243,Student,Student,Student,Student
L0517092401_B42C,Student,Student,Student,Student
L0418180111,Student,Student - Software Engineer,Student,Student
L0408110840,Employed (full-time),Student And Part Time Work In Artel Office,Student,Student
L0417191607,Student,Student No Work,Student,Student
L0509192307_DE51,Employed part-time,Student. Part Time Food Delivery Job,Student,Student
L0408115505,Student,Students,Student,Student
L0413090625,Student,Studet,Student,Student
L0412200912,Self-employed,Studio,,
L0222091519,Employed (full-time),Studio Manegar,Manager,Technical/White Collar (High)
L0428154218_D547,Employed (full-time),Studio Music,,
L0308113311,Student,Studnt,Student,Student
L0222200448,Student,Studying Bcom,Student,Student
L0410132051,Student,Stundent,Student,Student
L0408173606,Student,Stuvdent,Student,Student
L0506101203_3166,Employed (full-time),Sucutry Fild Ofc Sir,,
L0324083635,Employed (full-time),Summing Cochar,Other,Other
L0508100001_412E,Employed (full-time),Sun Rex Compeny,,
L0609180350_2AB9,Government employee,Sup Dent,Government employee,Technical/White Collar (Medium)
L0526092301_D76D,Employed (full-time),Suparvisar,Supervisor,Technical/White Collar (Medium)
L0316120648,Employed (full-time),Suparvisar,Supervisor,Technical/White Collar (Medium)
L0525190900_2175,Government employee,Supdent,Government employee,Technical/White Collar (Medium)
L0424165055_950C,"Unemployed, not working, disabled or retired",Superdent Of Service Tax,Retired,Retired
L0420165252,Government employee,Superinteding Engineer Retired,Retired,Retired
L0429164019_88AB,Employed (full-time),Supervaiser,Supervisor,Technical/White Collar (Medium)
L0317191120,Employed (full-time),Superviser,Supervisor,Technical/White Collar (Medium)
L0419150021,DK/NR,Superviser,,
L0309150613,Employed (full-time),Superviser,Supervisor,Technical/White Collar (Medium)
L0311182227,Employed (full-time),Superviser,Supervisor,Technical/White Collar (Medium)
L0222175127,Self-employed,Superviser,Supervisor,Technical/White Collar (Medium)
L0420141255,Employed (full-time),Superviser In Airtel Office,Supervisor,Technical/White Collar (Medium)
L0303192713,Employed (full-time),Supervisor,Supervisor,Technical/White Collar (Medium)
L0512164905_23C7,Employed (full-time),Supervisor,Supervisor,Technical/White Collar (Medium)
L0512161711_ED37,Employed (full-time),Supervisor,Supervisor,Technical/White Collar (Medium)
L0225102734,Employed (full-time),Supervisor,Supervisor,Technical/White Collar (Medium)
L0515132154_7070,Employed (full-time),Supleyr,,
L0527170204_0BCA,Employed (full-time),Suplyor,,
L0424152725_7964,Employed (full-time),Supruviser,Supervisor,Technical/White Collar (Medium)
L0220173300,Employed (full-time),Suprvisre,Supervisor,Technical/White Collar (Medium)
L0411082359,DK/NR,Surveyer,,
L0512094419_8D56,Self-employed,Swanta Softwere Compeny Ede,Business Owner,Businees Owner (high)
L0517103829_D0CC,Employed (full-time),Swfter Eggeenir,Software Engineers and developers,Technical/White Collar (High)
L0414095345,Employed (full-time),Swiggy,Driver/Delivery,Blue Collar - mobile
L0509160053_6F91,Self-employed,Syed Centre,,
L0220130052,Employed (full-time),System Engg,Office staff (low- medium),Technical/White Collar (Medium)
L0518173013_9ECB,Employed (full-time),System Admin,Office staff (low- medium),Technical/White Collar (Medium)
L0420170940,Employed (full-time),"System Administrator At Surana Pg Centre, Kengeri",Office staff (low- medium),Technical/White Collar (Medium)
L0428152832_6264,Employed (full-time),System Analyst,Specialized engineers,Technical/White Collar (High)
L0426182200_837F,Employed (full-time),System Engineer,Office staff (low- medium),Technical/White Collar (Medium)
L0518092003_678E,Employed (full-time),System Service,Office staff (low- medium),Technical/White Collar (Medium)
L0410191949,Employed (full-time),System Service Enginer,Office staff (low- medium),Technical/White Collar (Medium)
L0419170550,Employed (full-time),Systum Enginiyer,Office staff (low- medium),Technical/White Collar (Medium)
L0411172022,Employed (full-time),Systum Engineyer,Office staff (low- medium),Technical/White Collar (Medium)
L0412170028,Government employee,T,,
L0515102823_F5E7,Employed (full-time),T V Chanal,,
L0421181737,Employed (full-time),T- Connectivity Company,Semi-Technical staff,Technical/White Collar (High)
L0515140017_1614,Employed (full-time),Ti Compny Maneger,Manager,Technical/White Collar (High)
L0426130122_EFEE,Self-employed,Tailar Holige Yanthar,Manual/Non-Office workers,Blue Collar - fixed
L0223105007,Self-employed,Tailor,Manual/Non-Office workers,Blue Collar - fixed
L0518112153_7191,Employed (full-time),Tailore,Manual/Non-Office workers,Blue Collar - fixed
L0418105928,Employed (full-time),Tak Expart,Accountant,Specialized professions
L0512145539_1F56,Self-employed,Taly Paclti Teaching,Teacher/Lecturer,Specialized professions
L0411115643,Self-employed,Tarki Cansesion,,
L0517113643_5F06,Employed (full-time),Tata Motars,,
L0419074133,Employed (full-time),Tata Scaia Saravising Inanier,Manual/Non-Office workers,Blue Collar - fixed
L0420173546,Self-employed,Taxtail Beusness,"Shop owner: medical, mobile, vegetable, flower, clothes, others",Miscellaneous Shop Owner (medium)
L0228120650,Employed (full-time),Tcs,IT Company professional,Technical/White Collar (High)
L0318105923,Employed (full-time),Tcs,IT Company professional,Technical/White Collar (High)
L0503130801_EFA1,"Unemployed, not working, disabled or retired",Teachar,Teacher/Lecturer,Specialized professions
L0518180625_8FBD,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0511181205_317D,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0412142814,Government employee,Teacher,Teacher/Lecturer,Specialized professions
L0614155657_9638,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0425154035_3636,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0418151403,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0422170409_CE42,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0412153456,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0411151158,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0411193027,Employed (full-time),Teacher,Teacher/Lecturer,Specialized professions
L0301084231,Employed (full-time),Team Leader,Supervisor,Technical/White Collar (Medium)
L0302160631,Employed (full-time),Team Leader,Supervisor,Technical/White Collar (Medium)
L0227103322,Employed (full-time),Team Leader,Supervisor,Technical/White Collar (Medium)
L0224093812,Employed (full-time),Team Leader,Supervisor,Technical/White Collar (Medium)
L0525162311_D00E,Employed (full-time),Team Leader,Supervisor,Technical/White Collar (Medium)
L0414202521,Employed (full-time),Team Leader In Axis Bank,Office staff (low- medium),Technical/White Collar (Medium)
L0421184444,Employed (full-time),Team Leader Jio Company,Office staff (low- medium),Technical/White Collar (Medium)
L0224193227,Employed (full-time),Team Leador,Supervisor,Technical/White Collar (Medium)
L0224195611,Employed (full-time),Team Leder,Manager,Technical/White Collar (High)
L0504120653_C0F8,Employed (full-time),Team Leedar,Supervisor,Technical/White Collar (Medium)
L0207185603,Employed (full-time),Team Leedar,Manager,Technical/White Collar (High)
L0325123608,Employed (full-time),Team Leedar,Supervisor,Technical/White Collar (Medium)
L0502174544_6235,Employed (full-time),Team Manager,Supervisor,Technical/White Collar (Medium)
L0419170933,Employed (full-time),Teavels Work,,
L0424163854_3CB4,Employed (full-time),Tec Enjinear,Engineer (vague),Technical/White Collar (High)
L0428184841_675E,Employed (full-time),Tech Support Engg,Office staff (low- medium),Technical/White Collar (Medium)
L0513130932_3BE0,Employed (full-time),Techar,Teacher/Lecturer,Specialized professions
L0426082752_64D7,Employed (full-time),Technical,,
L0509173039_6F57,Employed (full-time),Technical Engineer,Engineer (vague),Technical/White Collar (Medium)
L0410113029,Employed (full-time),Technical Anlayist,Semi-Technical staff,Technical/White Collar (Medium)
L0422170502_2946,Employed (full-time),Technical Coriander,Office staff (low- medium),Technical/White Collar (Medium)
L0407163845,Employed (full-time),Technical Director,C-level staff,Technical/White Collar (High)
L0527102552_9972,Employed (full-time),Technical Engeeniyar,Engineer (vague),Technical/White Collar (High)
L0209112655,Employed (full-time),Technical Engineer,Engineer (vague),Technical/White Collar (High)
L0209105424,Employed (full-time),Technical Engineer,Engineer (vague),Technical/White Collar (High)
L0410183210,Employed (full-time),Technical Engineer,Office staff (low- medium),Technical/White Collar (Medium)
L0422102806_DB64,Employed (full-time),Technical Soprt,Office staff (low- medium),Technical/White Collar (Medium)
L0515164235_CCA2,Employed (full-time),Technical Support Engineer,Office staff (low- medium),Technical/White Collar (Medium)
L0503155009_EF94,Employed (full-time),Technician,Manual/Non-Office workers,Blue Collar - fixed
L0509160224_3BA1,Employed (full-time),Technician,Manual/Non-Office workers,Blue Collar - fixed
L0407165014,Employed (full-time),Technician,Manual/Non-Office workers,Blue Collar - fixed
L0407152413,Employed (full-time),Technician,Manual/Non-Office workers,Blue Collar - fixed
